date, latency
0.9905616290447571,0.027671414020951794
0.9841078470360826,0.03283736014022557
0.7231040438836904,0.030463930196933935
0.800031238169513,0.01969202551202418
0.36195555384863454,0.028970564539917528
0.981225964026708,0.03027872530955902
0.9575556695784452,0.033663572509267596
0.8092944218168189,0.032344862209817436
0.9291743499195229,0.027652350625609983
0.9873265383407084,0.03853967209774748
0.7749459900335575,0.03742701380473478
0.34082220746080016,0.03679593196490934
0.6472791110856534,0.029323275550311546
0.6075771857268104,0.0347282343372024
0.8659406202550866,0.02343583736440743
0.6207723171163703,0.036652416706117505
0.46434364976687914,0.033366831306512364
0.831393674574382,0.027969795425849
0.16929077588682828,0.028212429771255
0.4491756958170898,0.034069438475255225
0.6493111621437155,0.030793872237942593
0.1993392751835893,0.029389801682757923
0.9211990137314391,0.029858087516277318
0.42386631990893453,0.04373441883801385
0.35192109844180675,0.036720645860380735
0.997563539823112,0.02690412596875456
0.38995038125385606,0.02756212994198996
0.765231563146547,0.03311031485249843
0.7536134823307175,0.029458737095048475
0.010960092153691647,0.03569111354804367
0.13685632148894666,0.032000847286663955
0.330779090336092,0.030161856622323513
0.9835026478294144,0.02937311141414245
0.2639663428647693,0.022130429685318434
0.8866271950345826,0.032343820517211005
0.7482846467943636,0.024001820819182732
0.33180638996044765,0.024912059168186958
0.9339794487840402,0.03682919108999111
0.7572217564018736,0.03679948313735472
0.5677950134845934,0.03214182393431532
0.13284620680225956,0.035389516266062834
0.756242938037503,0.0318518945248793
0.4047071215463087,0.026119606560726254
0.5852508266718673,0.026564174021100236
0.6576306996072346,0.020967797839471627
0.2918386902030019,0.03667118027232242
0.7048995889260332,0.029114373652280666
0.7630984842232015,0.036283142588448225
0.0919487430923982,0.03251161704730793
0.025471984742535647,0.037670337303989485
0.7791594368813768,0.025243210538519387
0.22627346783457802,0.019148331622667693
0.6648755564483793,0.031366353578912314
0.2989198641721982,0.02826749988554068
0.3912095907085338,0.027134348266024542
0.6951936782041725,0.02803132906908796
0.8632721501761318,0.028245178109237965
0.18608680941866818,0.03186515694435427
0.6712095990646403,0.03150701473820573
0.18847492357501228,0.021836843284708835
0.6174052266085884,0.039798660834059446
0.04241908023228025,0.03060915187137143
0.6342852806936251,0.022481695182975648
0.09711365463875998,0.034922460453100844
0.42417487714003255,0.021139350363559378
0.4201979329965322,0.03340152663502301
0.5839652779502817,0.031382384797290656
0.6002107369975849,0.03922433838643157
0.5686495665877053,0.03187293593797234
0.5461860755553304,0.02537037794899664
0.08102258327270595,0.02018548427370715
0.4908637185090058,0.027756979190461883
0.6271958263561348,0.023262114143914263
0.9031424778900291,0.02118864685164777
0.16989287603321057,0.03465102454355492
0.5272790374479064,0.02334086197089113
0.30827753367947297,0.03326330095514295
0.03239755695210311,0.024852123265776425
0.3687204124248227,0.034672247333288324
0.07101779554972654,0.03357165673877504
0.9783954395381522,0.029413569316614936
0.5122998225752942,0.03378066831420705
0.3186062080116362,0.02985161172432391
0.16052954087700044,0.02846327220387549
0.00253081215030726,0.02329262781926699
0.7748403368938873,0.024271890892392824
0.0590529178865693,0.02715149154627163
0.7600698719672441,0.027695025942679193
0.8246948717343375,0.029038950983190103
0.18976826473394637,0.026373798491433197
0.041328794381665035,0.02992237237076826
0.5157729743020757,0.033279617181490216
0.37771058222115184,0.030510128086052492
0.6562211991032519,0.03445946284214581
0.07005076999011395,0.03271576427141256
0.7485755833598942,0.03089759027757192
